685,true,2092.5,35,Resign,White,10+0,knight602,1387,leolayon,1399
396,true,2094.0,67,Resign,White,10+0,spikyturtle,1372,chess133,1408
247,false,2094.5,22,Resign,Black,30+15,thegrim123321,1389,gallosantoss,1400
722,true,2095.0,78,Resign,Black,10+0,vkmansftw,1308,wiggleitjiggleit,1441
218,true,2098.0,104,Resign,Black,15+1,taranga,1288,moon50,1454
683,false,2100.0,21,Out of Time,White,180+0,knight602,1408,connorslaskowski,1396
1252,false,2100.5,54,Mate,Black,10+0,bamarillobiller,1199,axelpro446,1501
1254,false,2100.5,81,Mate,White,10+0,bamarillobiller,1199,axelpro446,1501
705,false,2101.0,33,Mate,White,10+0,bloonfreakster,1478,sd56,1362
95,true,2102.0,62,Mate,Black,20+10,amary33,1134,oldpaths,1535
517,true,2104.0,57,Draw,Draw,15+2,tensors,1350,djjohnson,1429
393,true,2105.0,15,Mate,White,5+8,rfabian,1476,spikyturtle,1367
399,true,2105.0,125,Mate,White,8+0,pllm,1382,jutton1,1414
719,true,2107.0,30,Resign,Black,10+0,antitexnik,1318,wiggleitjiggleit,1448
229,true,2108.0,97,Out of Time,White,10+0,dbschultz,1500,nienkotter,1358
505,true,2108.0,43,Resign,White,15+2,tensors,1318,montex,1449
9,true,2111.5,66,Resign,Black,15+0,ehabfanri,1439,daniel_likes_chess,1392
503,true,2111.5,90,Resign,Black,15+15,tensors,1321,ivanchenko-andriy,1451
201,false,2112.5,38,Mate,Black,15+15,taranga,1293,vikrant_dalvi,1466
414,false,2113.5,34,Resign,White,15+15,sumipcg,1327,energique,1450
605,false,2114.5,73,Mate,White,10+5,caernarfon,1901,snaek161616,1164
395,true,2116.0,65,Mate,White,5+8,rfabian,1460,spikyturtle,1386
70,true,2116.5,44,Resign,Black,20+5,oldpaths,1563,efer003,1335
237,true,2119.0,20,Resign,Black,10+9,thegrim123321,1380,brainiac007,1429
687,true,2120.5,56,Resign,Black,10+0,negativegerilla,1479,knight602,1381
428,true,2121.5,49,Resign,White,16+7,kyanh,1591,nasa179,1326
244,false,2124.0,34,Resign,Black,20+0,arrigo,1474,thegrim123321,1387
214,true,2125.0,159,Mate,White,15+1,taranga,1280,moon50,1485
209,false,2128.5,34,Resign,Black,7+2,taranga,1289,andreas636,1484
